ccode,dem_rank14,dem_score14,lifeex_f,lifeex_m,unmort_f,unmort_m,literacy,oil,pop_0_14,pop_15_64,pop_65_older,ungr9095,fertility,untfr95,govregrel,gri_08r,gfi2008,gfi_08r,msri2008,msri_08r,spendeduc,ciaedex,spendhealth,spendmil,unexp_rd,hdi,hdi05,hdi_rank_change,pop_age,sexratio,unsexr10,unsexr90,pop_total,unpop30,unpop90,pop_urban,urban03,urban06,unemrt08,unemrt91,unin_inc,gender_unequal,gender_unequal_rank,arda,lifeex_total,debt,confidence,dem_other,democ11,durable,effectiveness,dnpp_3,fhrate04_rev,fhrate08_rev,frac_eth,free_business,free_corrupt,free_finance,free_fiscal,free_govspend,free_invest,free_labor,free_monetary,free_property,free_trade,free_overall,gdp08,gdp_10_thou,gdppcap08,gdppcap08_3,gini04,gini04_4,gini08,gini10,indy,polity,rich_democ,unions,unnetgro,unnetuse,unpovnpl,unremitp,unremitt,votevap00s,votevap90s,women05,women09,women13,ipu_wom13_all,womyear,dem_economist,democyes,vdem_ldi_rank,vdem_ldi,vdem_edi,vdem_liberal_comp,vdem_equality_comp,vdem_partic_comp,vdem_delib_comp,coup_attempts,coups,frac_lang,frac_relig,educ_f_avgyrs,educ_m_avgyrs,educ_f_none,educ_m_none,democ_bin_bmr,rights_assn,rights_dommov,rights_formov,rights_injud,rights_relfree,rights_speech,rights_wecon,rights_wopol,rights_worker,dpi_cemo,dpi_pr,dpi_system,global_social,unco2_06,carbon_footprint,eco_footprint,liberty_index_eiu,envir_treaty,govt_help_cap,human_flight,rights_law_index,refugees_impact,democ_fh_polity,laws_protect_prop,bribe_judge,bribe_police,pol_terror_scale_ai,pol_terror_scale_hrw,indep_judiciary,const_age,govt_quality,media_access_cand,media_access_parties,press_freedom_fh,legal_quality,legal_origin,election_violence_pre,election_violence_post,ocean_health,election_integrity,gas_production,oil_production,press_freedom_rsf,corrupt_perception,conflict_internal,conflict_internat,human_develop,terror_index_voh,violence_cost,conflict_index,militarization,soldiers_percent,soldiers_total,energy_renew_percent,business_starts,debt_wdi,spendmil_wdi,immigrants_percent,migration_net,infant_mortality,refugees_in,refugees_from,self_employed,unemployed,hiv_percent,econ_compete,schools_internet,judicial_indep_wef,organized_crime,educ_quality,happiness,rights_treaties,icc_treaty_ratified,trade_percent_gdp,peace_index_rank,peace_index_score,internet_freedom,imprisonment_rate,homicide_rate,autoc,ciagdpag,ciagdpin,ciagdpsv,ciainfla,ciaingro,ciapop,ciapopgr,ciaunemp,decentralization,enpp_3,old06,old2003,pop03,pop08,poverty,unfempf,ungdp,ungdpcap,ungdpppp,unineduc,unjourn,unlit,unmobcov,unnewsp,unnoncom,unsathlt,unsati,unsatif,unsatjob,unsatliv,unseced,yng2003,young06,regionun,country,cabrv,dem_level4,i_gvtreg,i_gvtfav,i_socreg,religion,colony,decent08,dem_other5,democ,democ_regime,democ_regime08,district_size3,enpp3_democ,enpp3_democ08,eu,frac_eth2,frac_eth3,free_overall_4,gdp_cap2,gdp_cap3,gdpcap2_08,gdpcap3_08,gdpcap08_2,gender_equal3,hi_gdp,muslim,natcode,oecd,pmat12_3,pr_sys,protact3,regime_type3,vi_rel3,womyear2,death_penalty_status,internet_status,civil_war,democ08,pop08_3,popcat3,region,typerel,unname
320,82,5.81,72.83,69.03,159,302,69.1,13530,38.1,58,3.9,2.3,3.27,5.5,0,0,.667,1,0,0,3.2,3.2,2.1,.4,0,.56,.533,0,18.8,103.8,103.8,104.1,14.4,21.7,8.9,49.5,40.6326,47.66,62.4,55.1,.297,.713,107,98,70.88,29.6,,87.5,8,4,32.151,1,4,7,.512,52.5,31,50,79.3,93.9,60,54.3,70.2,35,84,61,65.1,.194,4760,2,48.3,4,55.1,53.7,1821,8,1,4.4,2350,14.3,51,326,11.4,,31.76,8.2,12,13.3,13.3,1946,0,100,73,.481,.667,.678,.302,.554,.659,10,5,.459,.375,4.016,4.654,36.438,25.15,1,2,2,2,0,2,1,1,2,0,1,1,0,42.229,.9,.7,1.89,7.35,83,6.1,6.8,6.7,6,7.42,4.397,,,2,2,0,0,.412,0,1,4.156,.431,2,1,0,67.6,,0,497338.7,29.39,29,,,.6262,2.64,15.4,1.634,1.727,.638,42300,5.373,.52,24.311,.464,.404,-120001,25.9,160,6615,33.4,3,.8,4.039781,3.257,3.027,2.373,2.628,5.985,14,1,46.82,117,2.245,,134,39.9,0,13.3,24.4,62.3,3.9,2.6,13824463,1.986,3.2,.38,1,4.335889,3.456437,1.23e+07,13.7,56.2,.74,39,2848,65.1,.27,0,73.8,76,,515,88,7.2,,92,76,15.3,42.49152,42.95604,6,61,62,3,4,2,4,2,8,3,5,2,2,2,2,1,1,2,1,3,3,1,3,2,3,2,,1,1,57,1,,2,,3,,2,4,,3,1,1,2,6,6,62
324,143,3.01,59.64,56.63,320,352,29.5,0,42.5,54,3.5,3.9,5.1,6.6,0,0,3.4,3,.667,1,1.7,2.4,.6,,,.34,.323,-1,18.5,104.4,104.4,104.3,10.3,16.9,6.1,35.4,28.9248,33.46,81.2,82.1,.199,,,101,58.11,,,40.8,5,5,28.132,2,2.5,2,.739,43.7,16,40,69.9,93.1,40,78,57.4,20,60,51.8,11.8,.042,1204,1,40.3,3,38.6,43.3,1973,5,0,2.5,1025,.9,,7,1.9,,67.69,,,,,1958,0,0,125,.216,.445,.375,.493,.333,.581,5,2,.773,.265,,,,,0,0,2,0,0,1,1,0,2,1,1,,0,23.972,.1,.16,1.41,2.65,71,8.9,7.5,8.5,8.3,5.17,3.677,,,3,3,0,1,.389,1,1,,.35,2,1,1,51.32,5.5,0,0,28.49,24,,,.4109,1.85,5.9,1.477,2.119,.25,12300,,.13,,3.09,3.583,-10000,64.7,8560,14594,90.3,1.7,1.4,2.912091,1.807,2.239,4.134,2.559,3.902,11,1,69.62,96,2.089,,23,8.9,0,25.8,45.7,28.5,15,3,10601009,2.645,,,2,3.559461,2.548343,7908905,9.8,47,,3.8,386,10.4,.135,0,,80,,844,75,4.5,,68,27,,43.64223,43.60148,1,62,57,1,4,2,2,3,6,,3,1,1,1,,,,2,1,1,4,2,2,2,2,2,,2,2,58,1,,1,,1,,2,2,,3,2,1,3,1,3,63
624,159,1.93,50.67,46.8,370,436,42.4,0,40.4,56.4,3.2,2.6,4.51,5.9,0,0,0,0,0,0,5.2,,1.6,,,.289,.278,-1,18.7,100.8,100.8,100.5,1.6,2.5,1,30,33.94,29.68,66.9,66.3,.124,,,100,48.7,,,40.8,7,0,14.657,2,4,6,.808,23.4,19,30,88.6,47.3,30,52.5,67,20,58.2,43.6,.8,.014,538,1,47,3,47,35.5,1958,6,0,,1137,2.4,65.7,19,7,,44.52,14,10,14,14,1977,0,100,96,.339,.544,.55,.509,.327,.219,8,4,.814,.613,,,,,0,2,2,2,0,2,1,0,2,0,0,1,0,24.514,.2,.09,1.53,2.35,40,8.4,8.3,7.5,8.1,4,3.347,,,2,2,0,1,.347,1,1,,.433,2,1,0,51.87,6.875,0,0,28.94,19,,,.4184,.42,9.3,1.619,2.187,.851,6450,,,,1.729,1.178,-10000,64.8,8535,1236,,6.8,,,,,,,,12,0,65.42,122,2.309,,10,8.4,1,62,12,26,3.8,4.7,1596677,1.988,,,2,3.02602,3.436115,1489209,1.6,,,.4,273,.8,.172,0,51,65,,925,,,,,,,44.44656,47.65149,1,63,59,1,4,4,4,6,8,,3,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,,2,1,59,1,,2,,3,,2,1,,3,1,2,2,1,3,64
328,78,5.91,71.07,63.27,226,291,,0,31.9,63.3,4.8,.3,2.34,2.6,0,0,0,0,0,0,6.1,6.1,7.2,,,.611,.585,1,27.4,103.4,103.4,102.8,.8,.7,.7,28.6,37.593,28.26,57.8,51.4,.369,.667,92,102,67.08,57,,87.5,6,8,39.007,,6,9,.619,63.4,26,40,55.9,26.2,30,65.2,71,35,71.3,48.4,1.9,.094,2542,1,43.2,3,,43.2,1966,6,0,25.2,,26.9,,365,24.1,66.44,71.93,30.8,30,,31.3,1953,0,100,62,.525,.659,.776,.597,.558,.569,0,0,.069,.788,8.934,8.014,5.257,5.317,1,2,2,2,1,2,0,0,2,1,0,1,1,37.437,2,1.25,3.07,7.06,67,6.7,8.8,4.1,4.1,7.75,4.565,,,2,2,0,0,.417,0,0,,.517,1,0,1,61.19,7.143,0,0,27.08,27,,,.6336,0,13,1.403,1.527,.34,1100,,,,1.182,1.54,-27278,33,11,800,,11.1,1.1,3.771218,4.117,3.497,4.636,4.107,,12,1,105.71,81,2.021,,278,17,0,24.3,24.7,51,6.8,2.5,744768,-.44,11,,,5.21106,4.82019,768888,.8,,,1.2,1513,2.3,.588,0,,,,835,87,6.5,6.6,84,64,40,29.89343,29.05336,6,64,63,3,4,4,4,6,9,1,5,1,2,1,,,,2,1,1,2,2,3,2,2,2,,2,1,60,1,,2,,3,,2,4,,3,1,2,3,6,6,65
332,118,3.82,63.53,60.84,229,306,52.9,0,35.9,60.1,3.9,2,3.07,5.2,0,0,0,0,1,1,,,1.2,0,,.404,.406,-6,21.6,104.1,104.1,103.6,10.2,13.2,7.1,52.1,37.6366,39.46,55.4,56,.141,.739,119,103,62.17,,,87.5,,0,9.693,1,1.5,5,.095,36,14,30,81.5,91.3,30,69.2,67.1,10,79.1,50.8,11.5,.042,1177,1,,,59.2,59.5,1804,,0,,4900,10.1,,143,19.6,,42.11,3.6,4.1,,4.2,1950,0,100,108,.297,.463,.557,.226,.459,.338,13,9,,.47,3.082,6.173,51.983,16.615,0,1,2,2,0,1,1,0,2,0,0,0,0,26.478,.2,.15,.61,6.76,58,9.4,9.1,7.5,8.5,4.58,2.439,,,2,3,0,,.139,1,0,,.319,2,0,1,54.07,,0,0,24.09,19,,,.4813,0,9.5,1.604,1.005,.003,120,.338,.06,,,.35,-150000,54.8,3,38660,,6.8,1.8,3.107266,2.305,2.035,4.15,2.313,4.622,8,0,71.81,83,2.026,,96,10.2,,25,16,59,4.7,-4.8,9719932,.787,40.6,,1,4.037513,3.464736,8439799,9.8,80,,7.2,729,11.1,.219,0,61,,,740,51,3.9,,51,35,13.3,38.9988,37.13737,6,65,66,1,4,4,2,2,2,,5,1,2,1,3,1,,2,2,2,2,2,2,2,2,2,,2,1,61,1,,1,,,,2,1,,3,1,1,2,6,6,66
340,80,5.84,72.37,68.93,129,227,80,0,36.7,59.5,3.8,2.6,3.09,4.9,0,0,0,0,0,0,,,4.1,.8,0,.604,.579,0,20.9,104.2,104.2,103.6,7.6,10.5,4.9,51.6,55.5002,46.96,56.3,58.9,.291,.68,101,105,70.61,26.1,,87.5,7,18,29.314,1,5,8,.187,63,26,60,84.7,73.5,60,31.6,70.2,30,83.7,58.3,28.7,.097,3965,2,55,4,53.8,55.3,1821,7,0,4.5,1177,13.1,50.7,392,21.5,50.69,51.33,5.5,23.4,19.5,19.5,1955,0,100,101,.325,.495,.585,.427,.55,.79,10,6,.055,.236,5.538,5.772,18.829,18.619,1,1,1,2,0,2,1,1,2,0,0,1,0,43.339,1,.6,1.68,6.47,70,6.6,6.3,6,4.2,6.75,4.066,,,3,3,0,0,.333,0,0,3.221,.442,2,,,65.88,4.6,0,0,36.92,26,,,.6043,2.34,33.4,1.403,1.677,.611,20000,5.294,,,1.243,.324,-80000,18.6,16,3301,55.7,3.9,.8,3.702663,3.109,2.969,2.536,2.443,4.713,15,1,100.75,106,2.185,,200,90.4,0,12.4,26.9,60.8,4.6,2.4,8143564,1.888,5.1,,1,3.918337,3.3288,6968512,7.2,65,1.06,13.3,1823,28.8,.379,0,83.6,90,,761,83,7,7,84,65,17.1,40.76365,38.64032,6,66,64,3,4,4,4,7,8,1,5,2,2,2,1,1,1,2,2,2,4,2,3,2,2,2,2,2,1,62,1,,2,,3,,2,1,,3,1,1,2,6,6,67
348,51,6.9,78.76,71.04,101,233,99.4,21430,14.9,68.2,16.9,-.1,1.4,1.7,0,0,2.833,3,2,2,5.4,5.2,5.2,1.2,1,.805,.798,-1,39.8,105.9,105.9,104.7,10,9.5,10.4,68.1,65.4226,66.7,44.8,47.5,.614,.382,34,106,74.79,79.6,45.543,63,10,10,65.012,3,7,12,.152,76.8,51,70,68.6,25.9,75,67.6,74.1,65,87.5,66.1,194,.648,19330,3,24.4,1,26.9,30,1991,10,1,52.5,719,58.5,,262,1.7,41.08,58.38,9.1,11.1,8.8,8.8,1953,1,100,59,.553,.677,.804,.843,.52,.483,0,0,.03,.524,12.063,12.239,.305,.257,1,1,2,2,2,2,1,1,2,1,0,1,2,80.794,5.7,1.9,2.92,8.24,146,5.6,3.6,4.1,2.8,9.58,6.175,.022,0,1,2,1,0,.639,1,1,6.844,.67,3,0,0,,5.313,12.858,597600,26.09,54,,,.8254,.14,5.5,1.043,1.131,.877,38500,18.417,3.66,84.425,.901,3.681,29999,5.4,2440,1220,11.3,10.2,.1,4.248446,5.446,3.858,5.084,3.4,4.914,14,1,174.7,15,1.494,73,184,1.3,0,3.3,30.8,65.9,4.9,11,9976062,-.17,10.7,1.31,3,15.35424,14.67911,1.01e+07,10,13.9,1.03,154.7,15408,198.6,.815,0,99,99,217,693,69,5.7,5.6,83,43,46.7,16.32595,15.46747,4,67,67,4,4,2,2,2,7,1,4,2,2,2,,3,3,1,2,2,3,1,1,1,1,1,3,1,1,63,2,2,1,2,2,1,2,1,3,3,1,1,2,3,6,68
352,3,9.58,83.17,78.72,46,66,99,0,20.2,67.1,12.7,1,1.89,2.2,0,0,8.267,8,2.667,3,7.5,7.4,7.7,0,2.8,.869,.881,-10,35.1,106,106,104.8,.3,.4,.3,93.4,92.9354,92.88,71.2,70.9,.659,.279,13,107,80.9,123.8,63.629,100,,,93.381,2,7,12,.08,93,89,60,75.4,45.8,65,60.8,69.9,90,87.9,73.7,11.7,2.975,36775,3,,,,26.3,1944,,1,70.7,127,59,,112,.2,84.65,87.82,30.2,42.9,39.7,39.7,1915,1,100,30,.732,.827,.881,.928,.645,.717,0,0,.082,.191,10.764,10.374,1.309,1.752,1,2,2,2,2,2,1,3,3,1,0,1,2,70.215,7.4,,,9.71,122,3.9,3.1,1.4,1.6,10,8.154,.038,.023,,1,1,,.944,0,1,,.89,5,,,61.57,9.385,0,0,8.49,78,,,.8994,.08,2.4,1.028,1.009,.105,200,89.014,9.48,112.512,.123,11.704,-378,1.6,79,2,12.4,5.6,.3,4.663647,6.644,5.559,6.394,5.08,7.501,11,1,91.65,1,1.111,94,38,.3,,5.5,24.7,69.9,5.5,-1,311058,.687,8.3,1.99,2,11.8415,11.88322,289000,.3,,1.08,16.7,52479,11.7,.854,0,,99,552,375,84,7.8,7.9,,82,54.8,22.45851,21.70745,4,68,73,2,4,1,2,7,10,1,2,2,2,2,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,64,2,1,2,1,,2,1,1,3,3,1,2,3,7,5,69
356,27,7.92,67.95,65.77,173,250,61,878700,29.7,64.9,5.5,2,2.62,3.9,4.722,5,6.2,6,10,10,3.2,3.1,1.1,2.6,.8,.519,.482,1,25,108.5,108.5,107.7,1214.5,1484.6,862.2,30,28.3086,28.98,55.6,58.3,.397,.748,122,108,66.8,55.9,62.205,58.3,9,50,43.499,3,5.5,9,.418,36.3,34,40,73.4,76.1,35,57.7,67.5,50,67.9,53.8,3400,.049,2972,1,32.5,2,36.8,36.8,1947,9,0,5.4,850,4.5,28.6,44,4.3,60.57,59.16,8.3,10.7,11,11,1950,1,100,70,.488,.648,.718,.508,.554,.76,0,0,.807,.326,3.56,7.146,59.404,25.752,1,0,1,2,0,0,1,1,3,1,0,1,2,30.449,1.3,.61,1.16,9.41,93,5.7,5.2,5.6,5.1,8.5,5.259,.364,.617,4,4,1,1,.611,0,1,6.494,.565,1,,,64.5,7.25,233.206,3.84e+07,41.22,36,3,0,.604,7.7,8.6,3.053,2.447,.564,2749700,2.851,.12,50.311,2.448,.442,-2598218,40.9,188395,11042,81.9,3.6,.3,4.280035,4.093,4.744,4.776,4.399,4.428,8,0,39.81,137,2.541,59,33,3.5,0,16.1,28.6,55.3,11.7,9.7,1189172906,1.344,10.8,1.68,3,5.346196,5.072942,1.06e+09,1100,25,,1159.2,1017,3356.3,.255,1,62.8,61,71,713,85,5.5,5.4,74,61,22.2,32.3974,31.63062,2,69,69,4,3,3,1,6,9,2,4,2,2,2,3,3,3,2,2,3,4,2,2,2,2,2,,2,1,65,1,2,1,3,2,3,2,4,2,2,1,3,1,2,7,70
360,49,6.95,73.99,68.8,185,226,90.4,1023000,27.3,66.5,6.1,1.5,2.25,2.9,6.389,6,7.933,8,10,10,3.5,2.8,1.2,1,0,.6,.561,2,28.2,104.1,104.1,103.5,232.5,271.5,177.4,44.3,44.1016,49.22,61.8,63,.418,.68,100,109,71.33,26.4,50.531,58.3,8,1,33.333,2,4.5,9,.735,53.1,26,40,81.9,89.1,35,50.8,70.8,30,77.9,55.5,907.3,.082,3975,2,34.3,2,34.3,37.6,1945,8,0,2.6,847,7.9,16.7,30,1.3,87.6,90.21,11.3,18.2,18.6,18.6,1945,1,100,66,.506,.667,.726,.661,.619,.901,2,1,.768,.234,6.709,7.88,13.281,5.525,1,0,1,2,0,0,1,1,2,0,1,1,0,34.83,1.5,.64,1.58,6.76,77,5.5,6,6.2,5.9,7.83,4.77,.69,.774,3,3,0,1,.5,0,1,5.442,.423,2,,,66.65,7.006,561.08,4.12e+07,41.05,32,,,.6811,4.78,2.1,1.622,1.398,.554,676500,8.096,.29,,.919,.051,-700000,24.4,3206,14786,53.5,6.3,.3,4.53049,4.769,3.657,4.132,4.328,5.292,10,0,37.39,52,1.085,56,86,.6,0,16.5,46.4,37.1,5.1,3.6,245613043,1.069,7.1,.87,2,5.618293,4.880493,2.15e+08,228.2,13.33,.81,510.7,2246,907.3,.424,0,92,90,,690,83,5.7,5.6,63,62,26.8,29.7302,27.98554,2,70,68,4,3,1,1,3,3,1,4,2,2,2,1,2,2,2,1,1,4,2,2,2,3,2,,2,2,66,1,,2,,3,3,2,4,2,3,1,3,1,2,3,71
364,158,1.98,71.61,68.58,95,152,77,4172000,24.1,70.9,5,1.8,1.88,4,10,10,8.333,8,10,10,4.8,4.7,3,2.7,.7,.702,.66,10,26.8,105.2,105.2,104.7,75.1,89.9,56.7,70.8,66.107,67.42,45.9,45.9,,.674,98,110,70.06,16.2,57.685,10.5,0,3,35.697,1,2,2,.668,69.9,23,10,81.1,79.6,,55.1,54.7,10,50.2,43.4,839.4,.165,11666,2,43,3,43,38.3,1979,-7,0,,3483,32,,16,.4,,62.78,,,,3.1,1963,0,0,141,.153,.23,.432,.545,.218,.549,1,1,.746,.115,7.737,8.569,21.486,12.175,0,0,0,0,0,0,0,0,1,0,0,0,0,33.608,6.6,1.72,2.79,1.76,79,6.4,5.9,9.3,6.8,1.58,5.206,,,3,4,0,0,.472,1,0,,.333,2,0,0,69.88,6.125,1509.982,1.55e+08,73.4,25,0,2,.7641,4.66,7.9,2.286,1.996,2.113,563000,.715,,,2.166,2.867,-300001,14.5,857354,75043,39,12.9,.2,4.071213,2.684,3.671,4.408,3.201,5.14,6,0,39.02,129,2.364,13,287,4.1,7,11,45.9,43.1,11.8,4.3,77891220,1.248,14.6,,1,4.513873,4.723206,6.64e+07,72,18,.72,,3,,,23,82.3,95,,687,82,5.6,5.8,71,55,29.5,29.48522,27.68829,2,71,71,1,1,1,1,3,10,2,1,1,1,1,3,,,2,1,1,2,2,3,2,2,2,2,2,2,67,1,3,1,2,1,3,2,4,1,2,2,3,1,4,3,72
368,111,4.23,72.02,69.15,179,377,74.1,2399000,38,58.9,3.1,3,3.67,5.8,3.889,4,7.367,7,6,6,,,1.9,5.4,,,,,19.3,106,106,105.8,31.5,48.9,18.1,66.2,67.518,66.84,37.1,36.8,,.751,123,111,70.55,,,10.5,4,76,7.801,,2,2,.369,,,,,,,,,,,,105.7,,3570,1,,,,29.5,1932,3,,,,1,,0,,,,,,,25.2,1980,0,0,111,.287,.449,.551,.372,.572,.565,12,4,.369,.484,5.086,7.696,38.81,17.445,0,0,0,1,0,0,0,0,2,0,0,1,2,29.712,3.2,1.36,1.88,4.41,52,7,8,8.7,8.5,4.5,,.222,.354,5,5,0,0,.264,0,0,,.208,2,1,1,59.41,5,141.105,1.52e+08,44.67,16,1,0,.657,9.59,57.6,3.213,2.625,2.119,177600,1.036,.13,,3.396,.27,548666,27.9,246298,401417,,15.1,,,,,,,4.725,10,0,71.82,161,3.556,,123,8,1,9.7,63,27.3,4.2,4.8,30399572,2.399,15.3,,,,3.05429,2.47e+07,29.6,25,,,,,,1,77.6,72,,1018,66,5.5,5.3,64,41,26.3,39.39468,,2,72,72,3,3,1,3,3,9,,1,1,1,1,2,,,2,2,3,,,,,,,,,2,68,1,,2,,2,,2,4,,,2,3,2,4,3,73
372,12,8.72,82.55,77.96,56,90,99,0,21.1,67.3,11.6,.5,2.02,2,0,0,1.833,2,1.667,2,4.9,4.9,6.1,.6,1.3,.895,.886,0,34.6,106.4,106.4,105.7,4.6,5.6,3.5,61.9,59.8436,60.8,57.8,43.5,.664,.344,29,112,80.19,94.2,68.498,100,10,79,84.87,1,7,12,.121,92.8,77,80,71.1,61.8,95,79,79,90,87.5,81.3,197.1,3.098,44200,3,35.9,2,34.3,34.3,1921,10,1,36,310,62.7,,146,.2,68.89,70.18,13.3,13.3,15.1,15.1,1918,1,100,23,.756,.83,.913,.859,.363,.894,0,0,.031,.155,12.312,11.954,.761,.931,1,2,2,2,2,2,1,3,2,1,0,1,2,90.984,10.4,3.22,5.57,10,151,4.2,3.1,1.2,1.4,10,7.976,.027,.017,1,1,1,0,.889,1,1,9.299,.878,1,0,0,67.74,,2.276,0,10.06,72,,,.9123,3.18,3.1,1.229,1.034,.428,9350,3.366,5.78,119.018,.502,19.706,-140001,3.2,6001,9,17.3,13.1,.3,4.922405,4.985,6.352,5.888,5.463,6.76,11,1,216.67,10,1.408,,75,1.2,0,2,29,70,-1.6,5,4670976,1.061,13.7,1.39,1,10.91807,11.16556,3994000,4.5,5.5,1.14,267.6,60460,185.2,.888,0,,99,182,459,90,8.1,8.1,95,79,64.1,21.313,20.10202,4,73,70,2,4,2,2,2,9,1,2,2,2,2,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,69,2,3,2,3,2,1,1,1,,3,1,1,2,8,6,74
376,36,7.63,83.24,78.79,46,87,97.1,3806,27.6,62.2,10.1,3.5,2.7,2.9,3.889,4,7.533,8,10,10,6.4,5.9,4.5,7,4.7,.872,.861,0,29.7,105.9,105.9,104.9,7.3,9.2,4.5,91.9,92.0664,91.62,50.4,45.2,.603,.332,28,113,80.96,77.3,,10.5,10,52,70.686,3,6,11,.344,66.4,60,70,58.4,35.4,85,65.4,78.2,70,87.8,67.7,201.3,1.579,27548,3,35.5,2,39.2,39.2,1948,10,1,23.1,175,47.9,,195,.7,71.16,83.2,15,17.5,21.7,21.7,1948,1,100,48,.59,.733,.785,.776,.647,.868,0,0,.552,.347,12.692,12.79,4.347,1.656,1,0,0,0,2,1,1,1,2,1,0,1,2,77.701,10.3,4.59,6.22,5.59,81,,,,,8.58,5.887,.032,.021,4,4,1,1,.806,0,1,,.718,1,,,63.81,8.836,42.485,19422,32.97,61,1,0,.8926,4.92,8.4,2.604,3.094,4.992,184500,4.692,3.11,,5.802,38.571,19497,3.3,48325,1043,12.6,6.3,.2,4.943741,5.083,5.766,5.202,3.998,7.321,9,0,57.34,144,2.707,,265,1.8,0,2.4,32.6,65,2.6,5.7,7473052,1.584,6.4,1.26,3,10.13579,9.681108,6688000,7.3,23.6,1.04,202.1,27652,204,.799,0,,100,,368,80,7.1,7.1,80,71,61.8,27.35537,27.68076,2,74,74,4,3,1,1,6,9,,1,2,2,2,1,3,3,2,2,3,1,1,1,1,1,1,1,1,1,70,1,,2,,2,,2,2,,2,1,1,2,4,2,75
380,29,7.85,84.53,79.16,42,80,98.4,146500,13.8,65.9,20.3,.1,1.39,1.3,0,0,5.633,6,3.333,3,4.3,4.3,6.7,1.7,1.1,.854,.838,4,43.3,105.5,105.5,105.9,60.1,59.5,57,68.4,67.4268,67.76,43.6,42.6,.645,.251,9,115,81.77,118.1,37.017,100,10,52,68.085,3,7,11,.115,77.9,48,60,55.2,31.2,75,58.2,79,55,87.5,62.7,1800,2.053,30756,3,36,2,36,36,1861,10,1,30.6,88,41.8,,52,.1,79.13,90.18,11.5,21.3,21.4,21.4,1945,1,100,25,.744,.83,.895,.883,.6,.911,0,0,.115,.303,9.208,9.808,8.388,4.006,1,2,2,2,1,2,1,3,2,1,0,1,2,78.398,8.1,2.77,4.61,8.53,224,5.1,2.3,2.8,3.4,10,5.723,.118,.04,2,2,1,1,.569,1,1,7.545,.618,2,,,74.59,8.333,51.028,5068412,26.11,43,,,.8732,2.88,4.7,1.043,1.965,1.411,359500,8.306,2.32,127.206,1.589,7.53,528269,3.1,78061,66,24.8,12.2,.4,4.406696,3.671,3.715,3.596,3.635,6.009,16,1,56.51,38,1.737,75,95,.9,0,1.8,24.9,73.3,1.4,.5,61016804,.42,8.4,1.57,3,20.22223,18.99739,5.76e+07,59.9,,1.07,2303.1,38492,1871.7,.706,0,98.8,100,137,372,85,6.7,6.7,82,77,46.7,14.02405,13.96528,4,75,75,4,4,3,2,2,10,1,2,2,2,2,,3,3,1,2,2,3,1,1,1,1,1,3,1,1,71,2,1,1,1,2,1,2,1,3,3,1,3,1,8,6,76
384,126,3.53,57.81,55.79,354,367,48.7,58950,39.8,57.2,3,3.4,3.92,5.9,.833,1,4.533,5,5.333,5,4.6,4.6,1,1.5,,.397,.383,-4,19.5,101,101,100.7,21.6,32.6,12.6,50.6,44.92,45.44,60.4,62.5,.281,.765,130,61,56.78,63.3,,40.8,,0,25.532,,4.5,,.82,43.7,20,50,78.3,87.1,35,56.1,76,30,64.3,54.1,34,.071,1651,1,45.2,3,44.6,48.4,1960,,0,13,1550,3.2,,9,.8,,45.65,8.5,8.9,,10.4,1952,0,100,87,.395,.581,.626,.546,.509,.767,4,1,.784,.755,3.147,5.253,57.841,36.791,0,0,1,0,0,2,0,1,2,1,0,0,0,30.594,.4,.26,1.27,3.82,93,7.4,7,8.7,9.1,5.58,4.294,,,3,3,0,1,.222,1,1,,.28,2,1,0,46.88,,11.743,1842600,29.77,27,1,0,.458,3.8,9.9,1.887,2.038,,,1.22,,,1.507,11.955,50000,70.6,2980,85729,80.5,4.1,3,3.496604,2.326,2.439,4.034,3.502,3.739,11,1,62.15,121,2.307,,51,13.6,,28.2,21.3,50.6,1.4,4.5,21504162,2.078,,,,3.321401,2.59641,1.68e+07,20.6,42,,23.4,1137,34,.16,0,54.6,59,,946,68,4.5,4.5,,17,,41.49353,41.52335,1,76,28,1,2,3,3,7,2,,3,1,2,1,3,,,2,1,1,4,2,2,2,2,2,,2,1,35,1,,1,,3,,2,1,,3,2,3,2,1,3,36
